packing_slip_number,center_id,city,model,diopter,serial_number,qty,order_date,ship_date,delivery_date,use_date,day_of_the_week_when_used
561868,OCNH,Heerhugowaard,PC545,20.5,11785259,1,25-09-25,25-09-25,25-09-25,24-09-25,Wednesday
561868,OCNH,Heerhugowaard,PC545,19,11775614,1,25-09-25,25-09-25,25-09-25,24-09-25,Wednesday
561932,OCNH,Heerhugowaard,PC545,20.5,11785315,1,25-09-25,25-09-25,26-09-25,25-09-25,Thursday
561932,OCNH,Heerhugowaard,PC545,20.5,11785273,1,25-09-25,25-09-25,26-09-25,25-09-25,Thursday
561932,OCNH,Heerhugowaard,PC545,24,11729495,1,25-09-25,25-09-25,26-09-25,25-09-25,Thursday
561932,OCNH,Heerhugowaard,PC545,25,11716888,1,25-09-25,25-09-25,26-09-25,25-09-25,Thursday
561932,OCNH,Heerhugowaard,PC545,22,11792296,1,25-09-25,25-09-25,26-09-25,25-09-25,Thursday
561932,OCNH,Heerhugowaard,PC545,21.5,11788137,1,25-09-25,25-09-25,26-09-25,25-09-25,Thursday
561932,OCNH,Heerhugowaard,PC545,22.5,11787147,1,25-09-25,25-09-25,26-09-25,25-09-25,Thursday
562021,OCNH,Heerhugowaard,PC545,21,11785400,1,29-09-25,29-09-25,29-09-25,27-09-25,Saturday
562021,OCNH,Heerhugowaard,PC545,21,11785366,1,29-09-25,29-09-25,29-09-25,27-09-25,Saturday
562021,OCNH,Heerhugowaard,PC545,17.5,11754105,1,29-09-25,29-09-25,29-09-25,27-09-25,Saturday
562021,OCNH,Heerhugowaard,PC545,16,11693344,1,29-09-25,29-09-25,29-09-25,27-09-25,Saturday
562021,OCNH,Heerhugowaard,PC545,25,11716849,1,29-09-25,29-09-25,29-09-25,27-09-25,Saturday
562021,OCNH,Heerhugowaard,PC545,26.5,11774702,1,29-09-25,29-09-25,29-09-25,27-09-25,Saturday
562021,OCNH,Heerhugowaard,PC545,22,11792262,1,29-09-25,29-09-25,29-09-25,27-09-25,Saturday
562021,OCNH,Heerhugowaard,PC545,14.5,11787074,1,29-09-25,29-09-25,29-09-25,27-09-25,Saturday
562021,OCNH,Heerhugowaard,PC545,16,11693328,1,29-09-25,29-09-25,29-09-25,27-09-25,Saturday
562021,OCNH,Heerhugowaard,PC545,19.5,11776698,1,29-09-25,29-09-25,29-09-25,27-09-25,Saturday
562021,OCNH,Heerhugowaard,PC545,22,11792284,1,29-09-25,29-09-25,29-09-25,27-09-25,Saturday
562021,OCNH,Heerhugowaard,PC545,23,11793337,1,29-09-25,29-09-25,29-09-25,27-09-25,Saturday
562021,OCNH,Heerhugowaard,PC545,23,11793350,1,29-09-25,29-09-25,29-09-25,27-09-25,Saturday
562021,OCNH,Heerhugowaard,PC545,24,11729437,1,29-09-25,29-09-25,29-09-25,27-09-25,Saturday
562021,OCNH,Heerhugowaard,PC545,21.5,11788163,1,29-09-25,29-09-25,29-09-25,27-09-25,Saturday
562021,OCNH,Heerhugowaard,PC545,23,11793349,1,29-09-25,29-09-25,29-09-25,27-09-25,Saturday
562087,OCNH,Heerhugowaard,PC545,20.5,11785242,1,29-09-25,29-09-25,30-09-25,29-09-25,Monday
562087,OCNH,Heerhugowaard,PC545,14,11697857,1,29-09-25,29-09-25,30-09-25,29-09-25,Monday
562087,OCNH,Heerhugowaard,PC545,14,11697856,1,29-09-25,29-09-25,30-09-25,29-09-25,Monday
562087,OCNH,Heerhugowaard,PC545,22.5,11787155,1,29-09-25,29-09-25,30-09-25,29-09-25,Monday
562087,OCNH,Heerhugowaard,PC545,24.5,11710468,1,29-09-25,29-09-25,30-09-25,29-09-25,Monday
562087,OCNH,Heerhugowaard,PC545,20.5,11785252,1,29-09-25,29-09-25,30-09-25,29-09-25,Monday
562087,OCNH,Heerhugowaard,PC545,22.5,11787149,1,29-09-25,29-09-25,30-09-25,29-09-25,Monday
562087,OCNH,Heerhugowaard,PC545,20,11776794,1,29-09-25,29-09-25,30-09-25,29-09-25,Monday
562087,OCNH,Heerhugowaard,PC545,21,11785364,1,29-09-25,29-09-25,30-09-25,29-09-25,Monday
562087,OCNH,Heerhugowaard,PC545,19,11786304,1,29-09-25,29-09-25,30-09-25,29-09-25,Monday
562087,OCNH,Heerhugowaard,PC545,23,11793304,1,29-09-25,29-09-25,30-09-25,29-09-25,Monday
562087,OCNH,Heerhugowaard,PC545,19,11775655,1,29-09-25,29-09-25,30-09-25,29-09-25,Monday
562087,OCNH,Heerhugowaard,PC545,23,11793289,1,29-09-25,29-09-25,30-09-25,29-09-25,Monday
562205,OCNH,Heerhugowaard,PC545,23,11793338,1,01-10-25,01-10-25,01-10-25,30-09-25,Tuesday
562205,OCNH,Heerhugowaard,PC545,23,11793300,1,01-10-25,01-10-25,01-10-25,30-09-25,Tuesday
562205,OCNH,Heerhugowaard,PC545,23.5,11765565,1,01-10-25,01-10-25,01-10-25,30-09-25,Tuesday
562205,OCNH,Heerhugowaard,PC545,23.5,11765525,1,01-10-25,01-10-25,01-10-25,30-09-25,Tuesday
562205,OCNH,Heerhugowaard,PC545,22.5,11787168,1,01-10-25,01-10-25,01-10-25,30-09-25,Tuesday
562205,OCNH,Heerhugowaard,PC545,23,11793327,1,01-10-25,01-10-25,01-10-25,30-09-25,Tuesday
562205,OCNH,Heerhugowaard,PC545,19,11775613,1,01-10-25,01-10-25,01-10-25,30-09-25,Tuesday
562205,OCNH,Heerhugowaard,PC545,21.5,11788191,1,01-10-25,01-10-25,01-10-25,30-09-25,Tuesday
562205,OCNH,Heerhugowaard,PC545,25,11716843,1,01-10-25,01-10-25,01-10-25,30-09-25,Tuesday
562205,OCNH,Heerhugowaard,PC545,22.5,11787102,1,01-10-25,01-10-25,01-10-25,30-09-25,Tuesday
562205,OCNH,Heerhugowaard,PC545,22,11792275,1,01-10-25,01-10-25,01-10-25,30-09-25,Tuesday
562205,OCNH,Heerhugowaard,PC545,23,11793324,1,01-10-25,01-10-25,01-10-25,30-09-25,Tuesday
562205,OCNH,Heerhugowaard,PC545,17,11771991,1,01-10-25,01-10-25,01-10-25,30-09-25,Tuesday
562205,OCNH,Heerhugowaard,PC545,17,11759252,1,01-10-25,01-10-25,01-10-25,30-09-25,Tuesday
562273,OCNH,Heerhugowaard,PC545,21,11779269,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,19,11786324,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,21.5,11788190,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,31,11209936,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,21.5,11788124,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,14.5,11787049,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,15,11782982,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,17.5,11754092,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,16.5,11780795,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,17.5,11754067,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,19,11786325,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,20.5,11785262,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,18.5,11785472,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,18.5,11785458,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,18,11721949,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,15,11782941,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,20,11776820,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,23,11793318,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562273,OCNH,Heerhugowaard,PC545,18,11721907,1,02-10-25,02-10-25,02-10-25,01-10-25,Wednesday
562364,OCNH,Heerhugowaard,PC545,18.5,11785511,1,03-10-25,03-10-25,03-10-25,02-10-25,Thursday
562364,OCNH,Heerhugowaard,PC545,16,11693347,1,03-10-25,03-10-25,03-10-25,02-10-25,Thursday
562364,OCNH,Heerhugowaard,PC545,25.5,11736047,1,03-10-25,03-10-25,03-10-25,02-10-25,Thursday
562364,OCNH,Heerhugowaard,PC545,25,11716892,1,03-10-25,03-10-25,03-10-25,02-10-25,Thursday
562364,OCNH,Heerhugowaard,PC545,22,11792265,1,03-10-25,03-10-25,03-10-25,02-10-25,Thursday
562364,OCNH,Heerhugowaard,PC545,23,11793347,1,03-10-25,03-10-25,03-10-25,02-10-25,Thursday
562364,OCNH,Heerhugowaard,PC545,20,11776811,1,03-10-25,03-10-25,03-10-25,02-10-25,Thursday
562364,OCNH,Heerhugowaard,PC545,20.5,11785299,1,03-10-25,03-10-25,03-10-25,02-10-25,Thursday
562364,OCNH,Heerhugowaard,PC545,21.5,11788173,1,03-10-25,03-10-25,03-10-25,02-10-25,Thursday
562364,OCNH,Heerhugowaard,PC545,24,11729438,1,03-10-25,03-10-25,03-10-25,02-10-25,Thursday
562364,OCNH,Heerhugowaard,PC545,20,11776782,1,03-10-25,03-10-25,03-10-25,02-10-25,Thursday
562364,OCNH,Heerhugowaard,PC545,22.5,11787115,1,03-10-25,03-10-25,03-10-25,02-10-25,Thursday
562364,OCNH,Heerhugowaard,PC545,22.5,11787164,1,03-10-25,03-10-25,03-10-25,02-10-25,Thursday
562421,OCNH,Heerhugowaard,PC545,14.5,11787051,1,06-10-25,06-10-25,07-10-25,04-10-25,Saturday
562421,OCNH,Heerhugowaard,PC545,15,11782965,1,06-10-25,06-10-25,07-10-25,04-10-25,Saturday
562421,OCNH,Heerhugowaard,PC545,21,11779193,1,06-10-25,06-10-25,07-10-25,04-10-25,Saturday
562421,OCNH,Heerhugowaard,PC545,20.5,11794822,1,06-10-25,06-10-25,07-10-25,04-10-25,Saturday
562421,OCNH,Heerhugowaard,PC545,15.5,11738946,1,06-10-25,06-10-25,07-10-25,04-10-25,Saturday
562421,OCNH,Heerhugowaard,PC545,22,11792270,1,06-10-25,06-10-25,07-10-25,04-10-25,Saturday
562421,OCNH,Heerhugowaard,PC545,18,11721959,1,06-10-25,06-10-25,07-10-25,04-10-25,Saturday
562421,OCNH,Heerhugowaard,PC545,17.5,11754148,1,06-10-25,06-10-25,07-10-25,04-10-25,Saturday
562421,OCNH,Heerhugowaard,PC545,21.5,11782907,1,06-10-25,06-10-25,07-10-25,04-10-25,Saturday
562421,OCNH,Heerhugowaard,PC545,18.5,11785513,1,06-10-25,06-10-25,07-10-25,04-10-25,Saturday
562421,OCNH,Heerhugowaard,PC545,25.5,11736065,1,06-10-25,06-10-25,07-10-25,04-10-25,Saturday
562421,OCNH,Heerhugowaard,PC545,14.5,11787042,1,06-10-25,06-10-25,07-10-25,04-10-25,Saturday
562421,OCNH,Heerhugowaard,PC545,14,11697839,1,06-10-25,06-10-25,07-10-25,04-10-25,Saturday
562421,OCNH,Heerhugowaard,PC545,16.5,11780862,1,06-10-25,06-10-25,07-10-25,04-10-25,Saturday
562421,OCNH,Heerhugowaard,PC545,16,11693334,1,06-10-25,06-10-25,07-10-25,04-10-25,Saturday
562421,OCNH,Heerhugowaard,PC545,16.5,11780843,1,06-10-25,06-10-25,07-10-25,04-10-25,Saturday
562505,OCNH,Heerhugowaard,PC545,20.5,11794813,1,07-10-25,07-10-25,07-10-25,06-10-25,Monday
562505,OCNH,Heerhugowaard,PC545,22,11792324,1,07-10-25,07-10-25,07-10-25,06-10-25,Monday
562505,OCNH,Heerhugowaard,PC545,25,11716838,1,07-10-25,07-10-25,07-10-25,06-10-25,Monday
562505,OCNH,Heerhugowaard,PC545,25,11716909,1,07-10-25,07-10-25,07-10-25,06-10-25,Monday
562505,OCNH,Heerhugowaard,PC545,19,11786358,1,07-10-25,07-10-25,07-10-25,06-10-25,Monday
562505,OCNH,Heerhugowaard,PC545,23,11793297,1,07-10-25,07-10-25,07-10-25,06-10-25,Monday
562505,OCNH,Heerhugowaard,PC545,23,11793312,1,07-10-25,07-10-25,07-10-25,06-10-25,Monday
562505,OCNH,Heerhugowaard,PC545,23.5,11765483,1,07-10-25,07-10-25,07-10-25,06-10-25,Monday
562505,OCNH,Heerhugowaard,PC545,20.5,11794819,1,07-10-25,07-10-25,07-10-25,06-10-25,Monday
562505,OCNH,Heerhugowaard,PC545,25.5,11736045,1,07-10-25,07-10-25,07-10-25,06-10-25,Monday
562505,OCNH,Heerhugowaard,PC545,21,11785355,1,07-10-25,07-10-25,07-10-25,06-10-25,Monday
562505,OCNH,Heerhugowaard,PC545,20.5,11794818,1,07-10-25,07-10-25,07-10-25,06-10-25,Monday
562505,OCNH,Heerhugowaard,PC545,18,11773609,1,07-10-25,07-10-25,07-10-25,06-10-25,Monday
562505,OCNH,Heerhugowaard,PC545,18.5,11785515,1,07-10-25,07-10-25,07-10-25,06-10-25,Monday
562695,OCNH,Heerhugowaard,PC545,20.5,11794866,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562695,OCNH,Heerhugowaard,PC545,17.5,11754159,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562695,OCNH,Heerhugowaard,PC545,19.5,11776634,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562695,OCNH,Heerhugowaard,PC545,22,11792278,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562695,OCNH,Heerhugowaard,PC545,16.5,11780829,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562695,OCNH,Heerhugowaard,PC545,23,11793308,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562695,OCNH,Heerhugowaard,PC545,18,11773615,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562695,OCNH,Heerhugowaard,PC545,19.5,11776641,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562695,OCNH,Heerhugowaard,PC545,18.5,11785516,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562695,OCNH,Heerhugowaard,PC545,19,11786307,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562695,OCNH,Heerhugowaard,PC545,20,11776761,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562695,OCNH,Heerhugowaard,PC545,25,11716893,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562695,OCNH,Heerhugowaard,PC545,28,11481663,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562695,OCNH,Heerhugowaard,PC545,18,11773612,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562695,OCNH,Heerhugowaard,PC545,23,11793354,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562695,OCNH,Heerhugowaard,PC545,23,11793303,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562695,OCNH,Heerhugowaard,PC545,22,11792254,1,09-10-25,09-10-25,09-10-25,08-10-25,Wednesday
562781,OCNH,Heerhugowaard,PC545,20.5,11794859,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,15,11782946,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,15,11568809,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,22,11792249,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,25.5,11736048,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,23,11793294,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,20,11776773,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,21,11785394,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,23,11793276,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,22.5,11787165,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,23,11793332,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,25.5,11736095,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,22,11792309,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,22,11791963,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,22.5,11787166,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,19,11786326,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,20,11776795,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562781,OCNH,Heerhugowaard,PC545,23.5,11765512,1,10-10-25,10-10-25,10-10-25,09-10-25,Thursday
562841,OCNH,Heerhugowaard,PC545,22.5,11787139,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,22,11792259,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,20,11776772,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,19.5,11776714,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,23,11798953,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,20.5,11794851,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,24,11776562,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,24,11776517,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,20.5,11794802,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,20.5,11794869,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,20,11776771,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,23,11798957,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,23.5,11765491,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,21.5,11782849,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,23,11798992,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,12.5,11613042,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,22.5,11787101,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,25.5,11736055,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562841,OCNH,Heerhugowaard,PC545,21,11804568,1,10-10-25,10-10-25,13-10-25,10-10-25,Friday
562920,OCNH,Heerhugowaard,PC545,21.5,11788126,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,21.5,11788168,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,19,11786300,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,17.5,11754102,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,17,11772067,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,19,11786347,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,22,11792328,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,22,11792320,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,22.5,11787118,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,19,11786306,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,18,11721866,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,22,11792287,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,19.5,11776644,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,19.5,11789314,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,23,11798975,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,19.5,11776702,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,18.5,11785530,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
562920,OCNH,Heerhugowaard,PC545,35,11040961,1,14-10-25,14-10-25,14-10-25,13-10-25,Monday
563001,OCNH,Heerhugowaard,PC545,25,11716898,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,21.5,11796732,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,24,11776513,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,19,11786321,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,16,11783077,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,17,11771990,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,21.5,11788199,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,20.5,11794811,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,20,11793162,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,23,11798954,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,22.5,11795828,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,22.5,11795915,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,22.5,11795864,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,26.5,11774719,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,26,11700979,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,22,11792298,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,24.5,11710474,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,22.5,11795887,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,23,11798991,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,21,11804532,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,18.5,11785473,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,21,11785421,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,20.5,11794825,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,22,11792009,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,18,11680770,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,22,11792010,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,23.5,11765500,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,20,11776803,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,21.5,11788164,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,21.5,11788182,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,18,11773633,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,17,11772043,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,23,11798987,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,23.5,11815399,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,25,11716853,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,13.5,11705383,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563001,OCNH,Heerhugowaard,PC545,18.5,11785486,1,15-10-25,15-10-25,15-10-25,14-10-25,Tuesday
563053,OCNH,Heerhugowaard,PC545,22.5,11795898,1,15-10-25,15-10-25,16-10-25,15-10-25,Wednesday
563053,OCNH,Heerhugowaard,PC545,22.5,11795902,1,15-10-25,15-10-25,16-10-25,15-10-25,Wednesday
563053,OCNH,Heerhugowaard,PC545,20.5,11794850,1,15-10-25,15-10-25,16-10-25,15-10-25,Wednesday
563053,OCNH,Heerhugowaard,PC545,21,11804560,1,15-10-25,15-10-25,16-10-25,15-10-25,Wednesday
563053,OCNH,Heerhugowaard,PC545,17,11772071,1,15-10-25,15-10-25,16-10-25,15-10-25,Wednesday
563053,OCNH,Heerhugowaard,PC545,20.5,11794862,1,15-10-25,15-10-25,16-10-25,15-10-25,Wednesday
563053,OCNH,Heerhugowaard,PC545,16.5,11780854,1,15-10-25,15-10-25,16-10-25,15-10-25,Wednesday
563053,OCNH,Heerhugowaard,PC545,14.5,11787061,1,15-10-25,15-10-25,16-10-25,15-10-25,Wednesday
563053,OCNH,Heerhugowaard,PC545,18.5,11810152,1,15-10-25,15-10-25,16-10-25,15-10-25,Wednesday
563053,OCNH,Heerhugowaard,PC545,21.5,11796710,1,15-10-25,15-10-25,16-10-25,15-10-25,Wednesday
563053,OCNH,Heerhugowaard,PC545,21.5,11788185,1,15-10-25,15-10-25,16-10-25,15-10-25,Wednesday
563053,OCNH,Heerhugowaard,PC545,29,11607770,1,15-10-25,15-10-25,16-10-25,15-10-25,Wednesday
