order_number,center_id,city,model,diopter,cyl,qty,order_date,ship_date,delivery_date,freight_mode
563849,OCNH,Heerhugowaard,PC545,10.5,NA,1,30-10-25,30-10-25,30-10-25,RUSH
563849,OCNH,Heerhugowaard,PC545,12,NA,1,30-10-25,30-10-25,30-10-25,RUSH
563849,OCNH,Heerhugowaard,PC545,17.5,NA,1,30-10-25,30-10-25,30-10-25,RUSH
563849,OCNH,Heerhugowaard,PC545,18,NA,5,30-10-25,30-10-25,30-10-25,RUSH
563849,OCNH,Heerhugowaard,PC545,18.5,NA,2,30-10-25,30-10-25,30-10-25,RUSH
563849,OCNH,Heerhugowaard,PC545,19,NA,2,30-10-25,30-10-25,30-10-25,RUSH
563849,OCNH,Heerhugowaard,PC545,19.5,NA,1,30-10-25,30-10-25,30-10-25,RUSH
563849,OCNH,Heerhugowaard,PC545,20,NA,4,30-10-25,30-10-25,30-10-25,RUSH
563849,OCNH,Heerhugowaard,PC545,20.5,NA,1,30-10-25,30-10-25,30-10-25,RUSH
563849,OCNH,Heerhugowaard,PC545,21.5,NA,8,30-10-25,30-10-25,30-10-25,RUSH
563849,OCNH,Heerhugowaard,PC545,22,NA,4,30-10-25,30-10-25,30-10-25,RUSH
563849,OCNH,Heerhugowaard,PC545,22.5,NA,4,30-10-25,30-10-25,30-10-25,RUSH
563849,OCNH,Heerhugowaard,PC545,23,NA,1,30-10-25,30-10-25,30-10-25,RUSH
563849,OCNH,Heerhugowaard,PC545,24,NA,1,30-10-25,30-10-25,30-10-25,RUSH
563849,OCNH,Heerhugowaard,PC545,25,NA,1,30-10-25,30-10-25,30-10-25,RUSH
563849,OCNH,Heerhugowaard,PC545,26.5,NA,1,30-10-25,30-10-25,30-10-25,RUSH
563849,OCNH,Heerhugowaard,PC545,29.5,NA,1,30-10-25,30-10-25,30-10-25,RUSH
563936,OCNH,Heerhugowaard,PC545,13.5,NA,1,31-10-25,31-10-25,31-10-25,RUSH
563936,OCNH,Heerhugowaard,PC545,18,NA,1,31-10-25,31-10-25,31-10-25,RUSH
563936,OCNH,Heerhugowaard,PC545,18.5,NA,3,31-10-25,31-10-25,31-10-25,RUSH
563936,OCNH,Heerhugowaard,PC545,20,NA,1,31-10-25,31-10-25,31-10-25,RUSH
563936,OCNH,Heerhugowaard,PC545,20.5,NA,2,31-10-25,31-10-25,31-10-25,RUSH
563936,OCNH,Heerhugowaard,PC545,21.5,NA,2,31-10-25,31-10-25,31-10-25,RUSH
563936,OCNH,Heerhugowaard,PC545,22,NA,2,31-10-25,31-10-25,31-10-25,RUSH
563936,OCNH,Heerhugowaard,PC545,22.5,NA,3,31-10-25,31-10-25,31-10-25,RUSH
563936,OCNH,Heerhugowaard,PC545,23.5,NA,1,31-10-25,31-10-25,31-10-25,RUSH
563936,OCNH,Heerhugowaard,PC545,24,NA,1,31-10-25,31-10-25,31-10-25,RUSH
564016,OCNH,Heerhugowaard,PC545,15.5,NA,1,03-11-25,03-11-25,03-11-25,RUSH
564016,OCNH,Heerhugowaard,PC545,17.5,NA,1,03-11-25,03-11-25,03-11-25,RUSH
564016,OCNH,Heerhugowaard,PC545,18,NA,1,03-11-25,03-11-25,03-11-25,RUSH
564016,OCNH,Heerhugowaard,PC545,18.5,NA,1,03-11-25,03-11-25,03-11-25,RUSH
564016,OCNH,Heerhugowaard,PC545,19,NA,3,03-11-25,03-11-25,03-11-25,RUSH
564016,OCNH,Heerhugowaard,PC545,20,NA,1,03-11-25,03-11-25,03-11-25,RUSH
564016,OCNH,Heerhugowaard,PC545,20.5,NA,4,03-11-25,03-11-25,03-11-25,RUSH
564016,OCNH,Heerhugowaard,PC545,21,NA,2,03-11-25,03-11-25,03-11-25,RUSH
564016,OCNH,Heerhugowaard,PC545,21.5,NA,1,03-11-25,03-11-25,03-11-25,RUSH
564016,OCNH,Heerhugowaard,PC545,22,NA,1,03-11-25,03-11-25,03-11-25,RUSH
564016,OCNH,Heerhugowaard,PC545,23,NA,2,03-11-25,03-11-25,03-11-25,RUSH
564016,OCNH,Heerhugowaard,PC545,24,NA,1,03-11-25,03-11-25,03-11-25,RUSH
564021,OCNH,Heerhugowaard,PC545,14.5,NA,1,03-11-25,03-11-25,03-11-25,RUSH
564021,OCNH,Heerhugowaard,PC545,17,NA,1,03-11-25,03-11-25,03-11-25,RUSH
564021,OCNH,Heerhugowaard,PC545,17.5,NA,2,03-11-25,03-11-25,03-11-25,RUSH
564021,OCNH,Heerhugowaard,PC545,18,NA,1,03-11-25,03-11-25,03-11-25,RUSH
564021,OCNH,Heerhugowaard,PC545,18.5,NA,1,03-11-25,03-11-25,03-11-25,RUSH
564021,OCNH,Heerhugowaard,PC545,20,NA,3,03-11-25,03-11-25,03-11-25,RUSH
564021,OCNH,Heerhugowaard,PC545,21,NA,4,03-11-25,03-11-25,03-11-25,RUSH
564021,OCNH,Heerhugowaard,PC545,21.5,NA,2,03-11-25,03-11-25,03-11-25,RUSH
564021,OCNH,Heerhugowaard,PC545,22,NA,2,03-11-25,03-11-25,03-11-25,RUSH
564021,OCNH,Heerhugowaard,PC545,23.5,NA,1,03-11-25,03-11-25,03-11-25,RUSH
564021,OCNH,Heerhugowaard,PC545,24,NA,1,03-11-25,03-11-25,03-11-25,RUSH
564021,OCNH,Heerhugowaard,PC545,25.5,NA,1,03-11-25,03-11-25,03-11-25,RUSH
564116,OCNH,Heerhugowaard,PC545,11.5,NA,1,04-11-25,04-11-25,04-11-25,RUSH
564116,OCNH,Heerhugowaard,PC545,18,NA,1,04-11-25,04-11-25,04-11-25,RUSH
564116,OCNH,Heerhugowaard,PC545,19,NA,2,04-11-25,04-11-25,04-11-25,RUSH
564116,OCNH,Heerhugowaard,PC545,19.5,NA,1,04-11-25,04-11-25,04-11-25,RUSH
564116,OCNH,Heerhugowaard,PC545,21,NA,2,04-11-25,04-11-25,04-11-25,RUSH
564116,OCNH,Heerhugowaard,PC545,22.5,NA,1,04-11-25,04-11-25,04-11-25,RUSH
564116,OCNH,Heerhugowaard,PC545,23,NA,1,04-11-25,04-11-25,04-11-25,RUSH
564116,OCNH,Heerhugowaard,PC545,23.5,NA,2,04-11-25,04-11-25,04-11-25,RUSH
564116,OCNH,Heerhugowaard,PC545,25,NA,2,04-11-25,04-11-25,04-11-25,RUSH
564116,OCNH,Heerhugowaard,PC545,25.5,NA,1,04-11-25,04-11-25,04-11-25,RUSH
564240,OCNH,Heerhugowaard,PC545,18.5,NA,2,05-11-25,05-11-25,05-11-25,RUSH
564240,OCNH,Heerhugowaard,PC545,20,NA,1,05-11-25,05-11-25,05-11-25,RUSH
564240,OCNH,Heerhugowaard,PC545,22,NA,2,05-11-25,05-11-25,05-11-25,RUSH
564240,OCNH,Heerhugowaard,PC545,23,NA,1,05-11-25,05-11-25,05-11-25,RUSH
564240,OCNH,Heerhugowaard,PC545,23.5,NA,1,05-11-25,05-11-25,05-11-25,RUSH
564240,OCNH,Heerhugowaard,PC545,24,NA,1,05-11-25,05-11-25,05-11-25,RUSH
564240,OCNH,Heerhugowaard,PC545,31,NA,1,05-11-25,05-11-25,05-11-25,RUSH
564371,OCNH,Heerhugowaard,PC545,19,NA,2,07-11-25,07-11-25,07-11-25,RUSH
564371,OCNH,Heerhugowaard,PC545,20,NA,1,07-11-25,07-11-25,07-11-25,RUSH
564371,OCNH,Heerhugowaard,PC545,21,NA,2,07-11-25,07-11-25,07-11-25,RUSH
564371,OCNH,Heerhugowaard,PC545,22,NA,3,07-11-25,07-11-25,07-11-25,RUSH
564371,OCNH,Heerhugowaard,PC545,22.5,NA,5,07-11-25,07-11-25,07-11-25,RUSH
564371,OCNH,Heerhugowaard,PC545,23,NA,1,07-11-25,07-11-25,07-11-25,RUSH
564371,OCNH,Heerhugowaard,PC545,24,NA,2,07-11-25,07-11-25,07-11-25,RUSH
564461,OCNH,Heerhugowaard,PC545,15.5,NA,1,10-11-25,10-11-25,10-11-25,RUSH
564461,OCNH,Heerhugowaard,PC545,18,NA,1,10-11-25,10-11-25,10-11-25,RUSH
564461,OCNH,Heerhugowaard,PC545,19,NA,1,10-11-25,10-11-25,10-11-25,RUSH
564461,OCNH,Heerhugowaard,PC545,20,NA,2,10-11-25,10-11-25,10-11-25,RUSH
564461,OCNH,Heerhugowaard,PC545,20.5,NA,1,10-11-25,10-11-25,10-11-25,RUSH
564461,OCNH,Heerhugowaard,PC545,21,NA,1,10-11-25,10-11-25,10-11-25,RUSH
564461,OCNH,Heerhugowaard,PC545,21.5,NA,1,10-11-25,10-11-25,10-11-25,RUSH
564461,OCNH,Heerhugowaard,PC545,22.5,NA,1,10-11-25,10-11-25,10-11-25,RUSH
564461,OCNH,Heerhugowaard,PC545,23.5,NA,2,10-11-25,10-11-25,10-11-25,RUSH
564461,OCNH,Heerhugowaard,PC545,24,NA,1,10-11-25,10-11-25,10-11-25,RUSH
564461,OCNH,Heerhugowaard,PC545,24.5,NA,1,10-11-25,10-11-25,10-11-25,RUSH
564461,OCNH,Heerhugowaard,PC545,25,NA,2,10-11-25,10-11-25,10-11-25,RUSH
564461,OCNH,Heerhugowaard,PC545,26,NA,1,10-11-25,10-11-25,10-11-25,RUSH
564461,OCNH,Heerhugowaard,PC545,26.5,NA,1,10-11-25,10-11-25,10-11-25,RUSH
564577,OCNH,Heerhugowaard,PC545,17,NA,1,11-11-25,11-11-25,11-11-25,RUSH
564577,OCNH,Heerhugowaard,PC545,19.5,NA,1,11-11-25,11-11-25,11-11-25,RUSH
564577,OCNH,Heerhugowaard,PC545,20.5,NA,1,11-11-25,11-11-25,11-11-25,RUSH
564577,OCNH,Heerhugowaard,PC545,21,NA,3,11-11-25,11-11-25,11-11-25,RUSH
564577,OCNH,Heerhugowaard,PC545,21.5,NA,3,11-11-25,11-11-25,11-11-25,RUSH
564577,OCNH,Heerhugowaard,PC545,22,NA,2,11-11-25,11-11-25,11-11-25,RUSH
564577,OCNH,Heerhugowaard,PC545,22.5,NA,1,11-11-25,11-11-25,11-11-25,RUSH
564577,OCNH,Heerhugowaard,PC545,23,NA,1,11-11-25,11-11-25,11-11-25,RUSH
564577,OCNH,Heerhugowaard,PC545,23.5,NA,1,11-11-25,11-11-25,11-11-25,RUSH
564577,OCNH,Heerhugowaard,PC545,24,NA,1,11-11-25,11-11-25,11-11-25,RUSH
564577,OCNH,Heerhugowaard,PC545,25,NA,1,11-11-25,11-11-25,11-11-25,RUSH
564577,OCNH,Heerhugowaard,PC545,25.5,NA,1,11-11-25,11-11-25,11-11-25,RUSH
564679,OCNH,Heerhugowaard,PC545,14,NA,1,12-11-25,12-11-25,12-11-25,RUSH
564679,OCNH,Heerhugowaard,PC545,14.5,NA,1,12-11-25,12-11-25,12-11-25,RUSH
564679,OCNH,Heerhugowaard,PC545,19.5,NA,3,12-11-25,12-11-25,12-11-25,RUSH
564679,OCNH,Heerhugowaard,PC545,20,NA,3,12-11-25,12-11-25,12-11-25,RUSH
564679,OCNH,Heerhugowaard,PC545,21,NA,1,12-11-25,12-11-25,12-11-25,RUSH
564679,OCNH,Heerhugowaard,PC545,21.5,NA,4,12-11-25,12-11-25,12-11-25,RUSH
564679,OCNH,Heerhugowaard,PC545,22,NA,2,12-11-25,12-11-25,12-11-25,RUSH
564679,OCNH,Heerhugowaard,PC545,23,NA,1,12-11-25,12-11-25,12-11-25,RUSH
564679,OCNH,Heerhugowaard,PC545,24,NA,1,12-11-25,12-11-25,12-11-25,RUSH
564679,OCNH,Heerhugowaard,PC545,25,NA,1,12-11-25,12-11-25,12-11-25,RUSH
564679,OCNH,Heerhugowaard,PC545,25.5,NA,3,12-11-25,12-11-25,12-11-25,RUSH
564730,OCNH,Heerhugowaard,PC545,14.5,NA,1,13-11-25,13-11-25,13-11-25,RUSH
564730,OCNH,Heerhugowaard,PC545,16.5,NA,1,13-11-25,13-11-25,13-11-25,RUSH
564730,OCNH,Heerhugowaard,PC545,17,NA,1,13-11-25,13-11-25,13-11-25,RUSH
564730,OCNH,Heerhugowaard,PC545,18.5,NA,1,13-11-25,13-11-25,13-11-25,RUSH
564730,OCNH,Heerhugowaard,PC545,19,NA,1,13-11-25,13-11-25,13-11-25,RUSH
564730,OCNH,Heerhugowaard,PC545,20,NA,2,13-11-25,13-11-25,13-11-25,RUSH
564730,OCNH,Heerhugowaard,PC545,20.5,NA,2,13-11-25,13-11-25,13-11-25,RUSH
564730,OCNH,Heerhugowaard,PC545,21.5,NA,1,13-11-25,13-11-25,13-11-25,RUSH
564730,OCNH,Heerhugowaard,PC545,22.5,NA,2,13-11-25,13-11-25,13-11-25,RUSH
564730,OCNH,Heerhugowaard,PC545,23,NA,1,13-11-25,13-11-25,13-11-25,RUSH
564730,OCNH,Heerhugowaard,PC545,23.5,NA,2,13-11-25,13-11-25,13-11-25,RUSH
564730,OCNH,Heerhugowaard,PC545,25.5,NA,1,13-11-25,13-11-25,13-11-25,RUSH
564730,OCNH,Heerhugowaard,PC545,27,NA,2,13-11-25,13-11-25,13-11-25,RUSH
564839,OCNH,Heerhugowaard,PC545,15,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564839,OCNH,Heerhugowaard,PC545,16.5,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564839,OCNH,Heerhugowaard,PC545,17.5,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564839,OCNH,Heerhugowaard,PC545,18,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564839,OCNH,Heerhugowaard,PC545,20,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564839,OCNH,Heerhugowaard,PC545,21,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564839,OCNH,Heerhugowaard,PC545,22,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564839,OCNH,Heerhugowaard,PC545,22.5,NA,2,14-11-25,14-11-25,14-11-25,RUSH
564839,OCNH,Heerhugowaard,PC545,24,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564839,OCNH,Heerhugowaard,PC545,24.5,NA,3,14-11-25,14-11-25,14-11-25,RUSH
564839,OCNH,Heerhugowaard,PC545,25.5,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564921,OCNH,Heerhugowaard,PC545,17.5,NA,2,17-11-25,17-11-25,17-11-25,RUSH
564921,OCNH,Heerhugowaard,PC545,18,NA,2,17-11-25,17-11-25,17-11-25,RUSH
564921,OCNH,Heerhugowaard,PC545,19,NA,1,17-11-25,17-11-25,17-11-25,RUSH
564921,OCNH,Heerhugowaard,PC545,19.5,NA,1,17-11-25,17-11-25,17-11-25,RUSH
564921,OCNH,Heerhugowaard,PC545,20,NA,1,17-11-25,17-11-25,17-11-25,RUSH
564921,OCNH,Heerhugowaard,PC545,20.5,NA,1,17-11-25,17-11-25,17-11-25,RUSH
564921,OCNH,Heerhugowaard,PC545,21,NA,1,17-11-25,17-11-25,17-11-25,RUSH
564921,OCNH,Heerhugowaard,PC545,22.5,NA,2,17-11-25,17-11-25,17-11-25,RUSH
564921,OCNH,Heerhugowaard,PC545,23,NA,4,17-11-25,17-11-25,17-11-25,RUSH
564921,OCNH,Heerhugowaard,PC545,24,NA,1,17-11-25,17-11-25,17-11-25,RUSH
564921,OCNH,Heerhugowaard,PC545,26.5,NA,2,17-11-25,17-11-25,17-11-25,RUSH
564921,OCNH,Heerhugowaard,PC545,27,NA,1,17-11-25,17-11-25,17-11-25,RUSH
564925,OCNH,Heerhugowaard,PC545,16.5,NA,1,17-11-25,17-11-25,17-11-25,RUSH
564925,OCNH,Heerhugowaard,PC545,17.5,NA,1,17-11-25,17-11-25,17-11-25,RUSH
564925,OCNH,Heerhugowaard,PC545,19,NA,1,17-11-25,17-11-25,17-11-25,RUSH
564925,OCNH,Heerhugowaard,PC545,20,NA,2,17-11-25,17-11-25,17-11-25,RUSH
564925,OCNH,Heerhugowaard,PC545,20.5,NA,2,17-11-25,17-11-25,17-11-25,RUSH
564925,OCNH,Heerhugowaard,PC545,21,NA,4,17-11-25,17-11-25,17-11-25,RUSH
564925,OCNH,Heerhugowaard,PC545,21.5,NA,1,17-11-25,17-11-25,17-11-25,RUSH
564925,OCNH,Heerhugowaard,PC545,22,NA,1,17-11-25,17-11-25,17-11-25,RUSH
564925,OCNH,Heerhugowaard,PC545,22.5,NA,4,17-11-25,17-11-25,17-11-25,RUSH
564925,OCNH,Heerhugowaard,PC545,23,NA,1,17-11-25,17-11-25,17-11-25,RUSH
564925,OCNH,Heerhugowaard,PC545,24.5,NA,2,17-11-25,17-11-25,17-11-25,RUSH
564990,OCNH,Heerhugowaard,PC545,19.5,NA,2,18-11-25,18-11-25,18-11-25,RUSH
564990,OCNH,Heerhugowaard,PC545,20,NA,4,18-11-25,18-11-25,18-11-25,RUSH
564990,OCNH,Heerhugowaard,PC545,20.5,NA,2,18-11-25,18-11-25,18-11-25,RUSH
564990,OCNH,Heerhugowaard,PC545,21,NA,2,18-11-25,18-11-25,18-11-25,RUSH
564990,OCNH,Heerhugowaard,PC545,21.5,NA,3,18-11-25,18-11-25,18-11-25,RUSH
564990,OCNH,Heerhugowaard,PC545,22,NA,2,18-11-25,18-11-25,18-11-25,RUSH
564990,OCNH,Heerhugowaard,PC545,23,NA,1,18-11-25,18-11-25,18-11-25,RUSH
564990,OCNH,Heerhugowaard,PC545,24.5,NA,1,18-11-25,18-11-25,18-11-25,RUSH
565160,OCNH,Heerhugowaard,PC545,11.5,NA,1,20-11-25,20-11-25,20-11-25,RUSH
565160,OCNH,Heerhugowaard,PC545,14,NA,1,20-11-25,20-11-25,20-11-25,RUSH
565160,OCNH,Heerhugowaard,PC545,16,NA,1,20-11-25,20-11-25,20-11-25,RUSH
565160,OCNH,Heerhugowaard,PC545,16.5,NA,2,20-11-25,20-11-25,20-11-25,RUSH
565160,OCNH,Heerhugowaard,PC545,17.5,NA,1,20-11-25,20-11-25,20-11-25,RUSH
565160,OCNH,Heerhugowaard,PC545,18,NA,1,20-11-25,20-11-25,20-11-25,RUSH
565160,OCNH,Heerhugowaard,PC545,19.5,NA,2,20-11-25,20-11-25,20-11-25,RUSH
565160,OCNH,Heerhugowaard,PC545,20.5,NA,1,20-11-25,20-11-25,20-11-25,RUSH
565160,OCNH,Heerhugowaard,PC545,22,NA,1,20-11-25,20-11-25,20-11-25,RUSH
565160,OCNH,Heerhugowaard,PC545,22.5,NA,1,20-11-25,20-11-25,20-11-25,RUSH
565160,OCNH,Heerhugowaard,PC545,23,NA,1,20-11-25,20-11-25,20-11-25,RUSH
565160,OCNH,Heerhugowaard,PC545,23.5,NA,2,20-11-25,20-11-25,20-11-25,RUSH
565160,OCNH,Heerhugowaard,PC545,24.5,NA,2,20-11-25,20-11-25,20-11-25,RUSH
565160,OCNH,Heerhugowaard,PC545,35,NA,1,20-11-25,20-11-25,20-11-25,RUSH
565162,OCNH,Heerhugowaard,PC545,5,NA,1,20-11-25,20-11-25,20-11-25,RUSH
565162,OCNH,Heerhugowaard,PC545,6,NA,1,20-11-25,20-11-25,20-11-25,RUSH
565162,OCNH,Heerhugowaard,PC545,20,NA,2,20-11-25,20-11-25,20-11-25,RUSH
565162,OCNH,Heerhugowaard,PC545,22,NA,2,20-11-25,20-11-25,20-11-25,RUSH
565162,OCNH,Heerhugowaard,PC545,22.5,NA,1,20-11-25,20-11-25,20-11-25,RUSH
565162,OCNH,Heerhugowaard,PC545,23,NA,1,20-11-25,20-11-25,20-11-25,RUSH
565162,OCNH,Heerhugowaard,PC545,24.5,NA,2,20-11-25,20-11-25,20-11-25,RUSH
565162,OCNH,Heerhugowaard,PC545,25.5,NA,1,20-11-25,20-11-25,20-11-25,RUSH
565262,OCNH,Heerhugowaard,PC545,14,NA,1,21-11-25,21-11-25,21-11-25,RUSH
565262,OCNH,Heerhugowaard,PC545,17,NA,2,21-11-25,21-11-25,21-11-25,RUSH
565262,OCNH,Heerhugowaard,PC545,17.5,NA,2,21-11-25,21-11-25,21-11-25,RUSH
565262,OCNH,Heerhugowaard,PC545,18.5,NA,2,21-11-25,21-11-25,21-11-25,RUSH
565262,OCNH,Heerhugowaard,PC545,19,NA,2,21-11-25,21-11-25,21-11-25,RUSH
565262,OCNH,Heerhugowaard,PC545,19.5,NA,5,21-11-25,21-11-25,21-11-25,RUSH
565262,OCNH,Heerhugowaard,PC545,20,NA,1,21-11-25,21-11-25,21-11-25,RUSH
565262,OCNH,Heerhugowaard,PC545,20.5,NA,2,21-11-25,21-11-25,21-11-25,RUSH
565262,OCNH,Heerhugowaard,PC545,21,NA,3,21-11-25,21-11-25,21-11-25,RUSH
565262,OCNH,Heerhugowaard,PC545,21.5,NA,3,21-11-25,21-11-25,21-11-25,RUSH
565262,OCNH,Heerhugowaard,PC545,22,NA,3,21-11-25,21-11-25,21-11-25,RUSH
565262,OCNH,Heerhugowaard,PC545,22.5,NA,4,21-11-25,21-11-25,21-11-25,RUSH
565262,OCNH,Heerhugowaard,PC545,23,NA,2,21-11-25,21-11-25,21-11-25,RUSH
565262,OCNH,Heerhugowaard,PC545,30,NA,1,21-11-25,21-11-25,21-11-25,RUSH
565432,OCNH,Heerhugowaard,PC545,15.5,NA,1,25-11-25,25-11-25,25-11-25,RUSH
565432,OCNH,Heerhugowaard,PC545,18.5,NA,2,25-11-25,25-11-25,25-11-25,RUSH
565432,OCNH,Heerhugowaard,PC545,19.5,NA,2,25-11-25,25-11-25,25-11-25,RUSH
565432,OCNH,Heerhugowaard,PC545,20.5,NA,1,25-11-25,25-11-25,25-11-25,RUSH
565432,OCNH,Heerhugowaard,PC545,21,NA,2,25-11-25,25-11-25,25-11-25,RUSH
565432,OCNH,Heerhugowaard,PC545,21.5,NA,1,25-11-25,25-11-25,25-11-25,RUSH
565432,OCNH,Heerhugowaard,PC545,22,NA,3,25-11-25,25-11-25,25-11-25,RUSH
565432,OCNH,Heerhugowaard,PC545,23,NA,4,25-11-25,25-11-25,25-11-25,RUSH
565432,OCNH,Heerhugowaard,PC545,24,NA,1,25-11-25,25-11-25,25-11-25,RUSH
565432,OCNH,Heerhugowaard,PC545,32,NA,1,25-11-25,25-11-25,25-11-25,RUSH
565746,OCNH,Heerhugowaard,PC545,14.5,NA,1,28-11-25,28-11-25,28-11-25,RUSH
565746,OCNH,Heerhugowaard,PC545,16.5,NA,1,28-11-25,28-11-25,28-11-25,RUSH
565746,OCNH,Heerhugowaard,PC545,18.5,NA,2,28-11-25,28-11-25,28-11-25,RUSH
565746,OCNH,Heerhugowaard,PC545,19.5,NA,1,28-11-25,28-11-25,28-11-25,RUSH
565746,OCNH,Heerhugowaard,PC545,20,NA,1,28-11-25,28-11-25,28-11-25,RUSH
565746,OCNH,Heerhugowaard,PC545,20.5,NA,2,28-11-25,28-11-25,28-11-25,RUSH
565746,OCNH,Heerhugowaard,PC545,22,NA,3,28-11-25,28-11-25,28-11-25,RUSH
565746,OCNH,Heerhugowaard,PC545,22.5,NA,2,28-11-25,28-11-25,28-11-25,RUSH
565746,OCNH,Heerhugowaard,PC545,23,NA,2,28-11-25,28-11-25,28-11-25,RUSH
565746,OCNH,Heerhugowaard,PC545,23.5,NA,2,28-11-25,28-11-25,28-11-25,RUSH
565746,OCNH,Heerhugowaard,PC545,24,NA,1,28-11-25,28-11-25,28-11-25,RUSH
565837,OCNH,Heerhugowaard,PC545,15,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565837,OCNH,Heerhugowaard,PC545,17,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565837,OCNH,Heerhugowaard,PC545,17.5,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565837,OCNH,Heerhugowaard,PC545,18.5,NA,2,01-12-25,01-12-25,01-12-25,RUSH
565837,OCNH,Heerhugowaard,PC545,19,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565837,OCNH,Heerhugowaard,PC545,19.5,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565837,OCNH,Heerhugowaard,PC545,20.5,NA,2,01-12-25,01-12-25,01-12-25,RUSH
565837,OCNH,Heerhugowaard,PC545,21,NA,3,01-12-25,01-12-25,01-12-25,RUSH
565837,OCNH,Heerhugowaard,PC545,21.5,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565837,OCNH,Heerhugowaard,PC545,22,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565837,OCNH,Heerhugowaard,PC545,23,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565837,OCNH,Heerhugowaard,PC545,24.5,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565837,OCNH,Heerhugowaard,PC545,27,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565837,OCNH,Heerhugowaard,PC545,33,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565839,OCNH,Heerhugowaard,PC545,17,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565839,OCNH,Heerhugowaard,PC545,18.5,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565839,OCNH,Heerhugowaard,PC545,19,NA,2,01-12-25,01-12-25,01-12-25,RUSH
565839,OCNH,Heerhugowaard,PC545,19.5,NA,2,01-12-25,01-12-25,01-12-25,RUSH
565839,OCNH,Heerhugowaard,PC545,20,NA,2,01-12-25,01-12-25,01-12-25,RUSH
565839,OCNH,Heerhugowaard,PC545,21,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565839,OCNH,Heerhugowaard,PC545,22.5,NA,3,01-12-25,01-12-25,01-12-25,RUSH
565839,OCNH,Heerhugowaard,PC545,23,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565839,OCNH,Heerhugowaard,PC545,25,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565839,OCNH,Heerhugowaard,PC545,25.5,NA,1,01-12-25,01-12-25,01-12-25,RUSH
565839,OCNH,Heerhugowaard,PC545,29,NA,1,01-12-25,01-12-25,01-12-25,RUSH
123456,OCNH,Heerhugowaard,PC545,5,NA,3,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,6,NA,3,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,7,NA,6,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,8,NA,4,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,9,NA,4,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,10,NA,6,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,10.5,NA,7,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,11,NA,7,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,11.5,NA,3,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,12,NA,4,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,12.5,NA,5,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,13,NA,7,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,13.5,NA,4,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,14,NA,7,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,14.5,NA,5,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,15,NA,7,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,15.5,NA,7,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,16,NA,7,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,16.5,NA,7,28-11-25,28-11-25,01-12-25,STD
123456,OCNH,Heerhugowaard,PC545,17,NA,11,28-11-25,28-11-25,01-12-25,STD
