order_number,center_id,city,model,diopter,cyl,qty,order_date,ship_date,delivery_date,freight_mode
564375,ELW,Warmond,PC580,22.5,NA,5,07-11-25,07-11-25,07-11-25,RUSH
564375,ELW,Warmond,PC580,23.0,NA,1,07-11-25,07-11-25,07-11-25,RUSH
564375,ELW,Warmond,PC580,24.0,NA,1,07-11-25,07-11-25,07-11-25,RUSH
564375,ELW,Warmond,PC580,24.5,NA,1,07-11-25,07-11-25,07-11-25,RUSH
564818,ELW,Warmond,PC580,16.0,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564818,ELW,Warmond,PC580,18.0,NA,2,14-11-25,14-11-25,14-11-25,RUSH
564818,ELW,Warmond,PC580,18.5,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564818,ELW,Warmond,PC580,21.5,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,15.0,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,16.0,NA,2,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,17.0,NA,4,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,17.5,NA,3,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,18.0,NA,3,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,18.5,NA,3,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,19.0,NA,3,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,19.5,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,20.0,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,20.5,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,21.0,NA,2,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,21.5,NA,4,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,22.0,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,22.5,NA,2,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,23.0,NA,3,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,25.5,NA,1,14-11-25,14-11-25,14-11-25,RUSH
564842,ELW,Warmond,PC580,26.0,NA,1,14-11-25,14-11-25,14-11-25,RUSH
565748,ELW,Warmond,PC580,10.5,NA,1,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,13.5,NA,2,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,15.0,NA,1,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,16.5,NA,2,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,17.0,NA,1,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,17.5,NA,2,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,18.0,NA,2,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,18.5,NA,3,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,19.0,NA,2,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,19.5,NA,7,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,20.0,NA,3,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,20.5,NA,9,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,21.0,NA,4,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,21.5,NA,6,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,22.0,NA,9,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,22.5,NA,5,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,23.0,NA,2,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,23.5,NA,4,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,24.0,NA,2,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,25.0,NA,1,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,25.5,NA,1,28-11-25,28-11-25,28-11-25,RUSH
565748,ELW,Warmond,PC580,28.5,NA,2,28-11-25,28-11-25,28-11-25,RUSH
566174,ELW,Warmond,PC580,16.5,NA,1,04-12-25,04-12-25,05-12-25,RUSH
566174,ELW,Warmond,PC580,17.0,NA,2,04-12-25,04-12-25,05-12-25,RUSH
566174,ELW,Warmond,PC580,18.0,NA,3,04-12-25,04-12-25,05-12-25,RUSH
566174,ELW,Warmond,PC580,18.5,NA,3,04-12-25,04-12-25,05-12-25,RUSH
566174,ELW,Warmond,PC580,19.5,NA,1,04-12-25,04-12-25,05-12-25,RUSH
566174,ELW,Warmond,PC580,20.0,NA,5,04-12-25,04-12-25,05-12-25,RUSH
566174,ELW,Warmond,PC580,20.5,NA,2,04-12-25,04-12-25,05-12-25,RUSH
566174,ELW,Warmond,PC580,21.0,NA,1,04-12-25,04-12-25,05-12-25,RUSH
566174,ELW,Warmond,PC580,21.5,NA,4,04-12-25,04-12-25,05-12-25,RUSH
566174,ELW,Warmond,PC580,22.0,NA,2,04-12-25,04-12-25,05-12-25,RUSH
566174,ELW,Warmond,PC580,22.5,NA,4,04-12-25,04-12-25,05-12-25,RUSH
566174,ELW,Warmond,PC580,23.0,NA,1,04-12-25,04-12-25,05-12-25,RUSH
583826,ELW,Warmond,PC580,19.0,NA,1,05-09-25,05-09-25,05-09-25,RUSH
583826,ELW,Warmond,PC580,19.5,NA,1,05-09-25,05-09-25,05-09-25,RUSH
583826,ELW,Warmond,PC580,20.5,NA,1,05-09-25,05-09-25,05-09-25,RUSH
583826,ELW,Warmond,PC580,21.5,NA,1,05-09-25,05-09-25,05-09-25,RUSH
583826,ELW,Warmond,PC580,22.0,NA,1,05-09-25,05-09-25,05-09-25,RUSH
584231,ELW,Warmond,PC580,7.0,NA,1,11-09-25,11-09-25,12-09-25,RUSH
584231,ELW,Warmond,PC580,8.0,NA,1,11-09-25,11-09-25,12-09-25,RUSH
584231,ELW,Warmond,PC580,9.0,NA,1,11-09-25,11-09-25,12-09-25,RUSH
584231,ELW,Warmond,PC580,18.0,NA,1,11-09-25,11-09-25,12-09-25,RUSH
584231,ELW,Warmond,PC580,20.0,NA,1,11-09-25,11-09-25,12-09-25,RUSH
584231,ELW,Warmond,PC580,20.5,NA,1,11-09-25,11-09-25,12-09-25,RUSH
